Date,Open,High,Low,Close,Volume,Currency
2017-10-01,96.05,96.49,91.82,93.38,21309,USD
2017-10-02,93.38,94.19,91.0,91.77,29563,USD
2017-10-03,91.77,94.9,87.0,93.27,44857,USD
2017-10-04,93.27,94.36,88.05,89.96,27991,USD
2017-10-05,89.96,92.1,87.22,91.65,31830,USD
2017-10-06,91.65,93.2,90.06,91.13,25874,USD
2017-10-07,91.13,92.49,89.53,91.5,28066,USD
2017-10-08,91.5,92.29,90.0,90.0,25607,USD
2017-10-09,90.0,90.39,83.3,85.17,52142,USD
2017-10-10,85.17,88.55,84.0,86.85,36169,USD
2017-10-11,86.85,88.5,85.56,87.48,16629,USD
2017-10-12,87.48,89.5,86.55,87.39,48482,USD
2017-10-13,87.39,97.08,85.2,94.86,147216,USD
2017-10-14,94.86,103.65,93.5,99.73,75934,USD
2017-10-15,99.73,101.02,91.07,94.46,70331,USD
2017-10-16,94.46,98.9,93.0,95.71,39289,USD
2017-10-17,95.71,97.0,90.09,90.88,43216,USD
2017-10-18,90.88,91.98,85.0,89.0,39515,USD
2017-10-19,89.0,92.74,87.45,88.25,31268,USD
2017-10-20,88.25,93.0,87.8,90.32,30131,USD
2017-10-21,90.32,90.51,85.81,87.74,29818,USD
2017-10-22,87.74,89.0,85.0,86.4,23606,USD
2017-10-23,86.4,87.5,81.6,85.5,27828,USD
2017-10-24,85.5,92.0,82.42,87.75,44341,USD
2017-10-25,87.75,95.0,85.0,87.9,86252,USD
2017-10-26,87.9,89.41,87.0,88.8,15811,USD
2017-10-27,88.8,89.0,86.1,86.1,26634,USD
2017-10-28,86.1,87.45,85.07,86.07,12632,USD
2017-10-29,86.07,89.97,85.27,88.5,22388,USD
2017-10-30,88.5,91.0,87.8,88.89,17771,USD
2017-10-31,88.89,89.41,87.25,87.5,14628,USD
2017-11-01,87.5,88.27,84.34,86.0,26344,USD
2017-11-02,86.0,86.0,80.0,82.92,81942,USD
2017-11-03,82.92,89.4,82.92,87.25,64867,USD
2017-11-04,87.25,87.99,84.5,87.0,22034,USD
2017-11-05,87.0,89.16,85.73,86.29,33043,USD
2017-11-06,86.29,102.0,85.7,102.0,175931,USD
2017-11-07,102.0,104.0,93.13,98.39,168838,USD
2017-11-08,98.39,115.0,98.23,112.4,103095,USD
2017-11-09,112.4,123.0,110.74,118.0,142790,USD
2017-11-10,118.0,120.7,99.25,104.54,204183,USD
2017-11-11,104.54,129.1,102.25,119.16,202768,USD
2017-11-12,119.16,135.0,107.66,124.5,296229,USD
2017-11-13,124.5,134.5,117.03,122.26,211259,USD
2017-11-14,122.26,123.24,116.4,121.33,57901,USD
2017-11-15,121.33,124.0,117.5,120.99,56707,USD
2017-11-16,120.99,127.79,118.01,120.01,90486,USD
2017-11-17,120.01,126.5,118.33,126.5,72958,USD
2017-11-18,126.5,135.0,122.73,131.07,95781,USD
2017-11-19,131.07,134.0,125.5,129.66,38147,USD
2017-11-20,129.66,141.83,128.5,136.75,62849,USD
2017-11-21,136.75,142.91,131.1,142.0,80829,USD
2017-11-22,142.0,173.37,140.45,165.0,180513,USD
2017-11-23,165.0,173.67,153.0,159.0,117456,USD
2017-11-24,159.0,162.09,154.5,158.92,79541,USD
2017-11-25,158.92,169.5,157.8,168.2,86246,USD
2017-11-26,168.2,168.2,157.0,162.5,57420,USD
2017-11-27,162.5,173.0,157.87,173.0,81971,USD
2017-11-28,173.0,196.82,170.1,196.66,175937,USD
2017-11-29,196.66,208.5,150.96,165.49,280401,USD
2017-11-30,165.49,189.42,151.0,175.03,184075,USD
2017-12-01,175.03,188.6,165.77,185.66,89274,USD
2017-12-02,185.66,203.0,183.63,201.0,80347,USD
2017-12-03,201.0,207.07,184.49,195.88,125396,USD
2017-12-04,195.88,208.55,188.5,208.55,53482,USD
2017-12-05,208.55,248.0,206.12,247.48,159999,USD
2017-12-06,247.48,285.04,242.52,254.48,278516,USD
2017-12-07,254.48,277.9,225.68,259.78,134583,USD
2017-12-08,259.78,268.94,230.01,261.13,79245,USD
2017-12-09,261.13,270.0,238.61,256.1,70893,USD
2017-12-10,256.1,256.1,214.04,241.22,64890,USD
2017-12-11,241.22,275.0,238.67,272.36,58012,USD
2017-12-12,272.36,305.0,270.52,291.81,78207,USD
2017-12-13,291.81,321.25,274.41,293.58,113518,USD
2017-12-14,293.58,320.66,290.0,318.4,76125,USD
2017-12-15,318.4,319.99,290.0,310.2,40269,USD
2017-12-16,310.2,329.29,307.57,321.0,46603,USD
2017-12-17,321.0,359.6,320.5,344.0,83798,USD
2017-12-18,344.0,375.0,319.0,372.5,72529,USD
2017-12-19,372.5,392.84,325.0,358.0,107306,USD
2017-12-20,358.0,478.0,315.0,475.0,178356,USD
2017-12-21,475.0,475.0,370.0,405.0,87499,USD
2017-12-22,405.0,411.83,242.5,317.0,248948,USD
2017-12-23,317.0,380.0,312.22,339.5,69902,USD
2017-12-24,339.5,350.44,281.0,326.0,76519,USD
2017-12-25,326.0,350.0,312.0,330.28,21634,USD
2017-12-26,330.28,362.25,330.0,356.52,36337,USD
2017-12-27,356.52,409.3,342.14,374.0,55274,USD
2017-12-28,374.0,376.6,322.88,348.91,47937,USD
2017-12-29,348.91,367.61,334.84,350.0,51655,USD
2017-12-30,350.0,352.7,287.0,304.0,77795,USD
2017-12-31,304.0,340.13,299.25,331.83,20944,USD
2018-01-01,331.83,344.8,314.5,335.1,25793,USD
2018-01-02,335.1,370.48,335.1,364.17,62420,USD
2018-01-03,364.17,390.0,360.0,386.0,44561,USD
2018-01-04,386.0,387.83,353.06,368.1,40066,USD
2018-01-05,368.1,377.49,338.51,356.96,38303,USD
2018-01-06,356.96,395.99,349.25,394.0,33663,USD
2018-01-07,394.0,421.0,391.0,400.25,59966,USD
2018-01-08,400.25,409.37,338.85,400.05,45466,USD
2018-01-09,400.05,447.804,392.826,408.032,94134,USD
2018-01-10,408.032,416.293,362.18,403.437,49909,USD
2018-01-11,406.406,416.375,339.988,351.15,42497,USD
2018-01-12,353.017,390.223,338.045,387.236,34133,USD
2018-01-13,387.236,428.815,386.973,413.9,42584,USD
2018-01-14,413.9,434.18,370.0,393.641,32132,USD
2018-01-15,393.641,436.754,383.585,413.0,47160,USD
2018-01-16,413.0,417.0,255.0,308.562,151044,USD
2018-01-17,308.562,326.635,237.392,315.0,98397,USD
2018-01-18,315.0,341.143,296.372,306.125,69206,USD
2018-01-19,306.125,363.2,300.449,361.498,51063,USD
2018-01-20,361.498,406.0,351.0,383.99,89720,USD
2018-01-21,383.99,388.0,331.0,343.734,36499,USD
2018-01-22,343.734,355.0,285.0,314.0,49190,USD
2018-01-23,314.0,321.914,284.0,306.786,32613,USD
2018-01-24,306.786,326.259,297.717,318.6,24111,USD
2018-01-25,318.6,328.0,305.1,315.613,13723,USD
2018-01-26,315.613,328.91,288.112,324.0,33188,USD
2018-01-27,324.0,334.722,308.0,325.935,23003,USD
2018-01-28,325.935,341.25,321.014,332.992,15985,USD
2018-01-29,332.992,339.712,310.51,314.0,16043,USD
2018-01-30,315.118,316.466,268.211,275.92,78309,USD
2018-01-31,275.92,284.231,266.309,274.669,42544,USD
2018-02-01,274.276,278.8,230.516,241.975,65219,USD
2018-02-02,242.014,252.011,189.385,236.979,134270,USD
2018-02-03,236.979,258.888,215.908,252.691,44525,USD
2018-02-04,252.676,258.553,214.471,219.866,49238,USD
2018-02-05,219.867,222.875,166.779,180.521,120325,USD
2018-02-06,180.526,213.287,150.141,209.201,129190,USD
2018-02-07,209.201,231.959,190.827,205.708,84405,USD
2018-02-08,206.714,255.277,206.661,247.974,64108,USD
2018-02-09,247.974,258.753,233.09,258.173,58357,USD
2018-02-10,258.053,269.502,240.629,247.067,55642,USD
2018-02-11,247.067,247.155,217.117,227.667,50542,USD
2018-02-12,227.667,251.531,227.559,247.338,31112,USD
2018-02-13,247.341,248.614,229.106,233.538,32904,USD
2018-02-14,233.538,274.803,233.52,274.202,75685,USD
2018-02-15,274.685,300.889,262.513,295.726,63576,USD
2018-02-16,295.719,297.949,275.43,293.115,47095,USD
2018-02-17,292.977,330.706,290.178,320.587,69752,USD
2018-02-18,320.587,321.871,287.344,295.34,52326,USD
2018-02-19,295.697,317.89,293.34,314.457,37095,USD
2018-02-20,314.408,319.877,300.9,301.965,44994,USD
2018-02-21,301.783,330.428,284.324,308.049,104797,USD
2018-02-22,308.055,317.984,273.733,274.875,83238,USD
2018-02-23,274.891,295.17,263.618,279.445,75488,USD
2018-02-24,279.455,289.599,259.88,268.534,53885,USD
2018-02-25,268.491,280.342,263.692,278.085,31306,USD
2018-02-26,278.08,296.97,267.967,291.174,52089,USD
2018-02-27,291.372,308.127,285.517,300.863,50942,USD
2018-02-28,300.863,306.969,285.357,286.104,31974,USD
2018-03-01,286.102,315.407,284.674,313.488,42356,USD
2018-03-02,313.484,351.56,308.146,343.372,139897,USD
2018-03-03,343.381,373.585,342.236,350.028,139850,USD
2018-03-04,350.02,369.543,336.244,368.224,77199,USD
2018-03-05,368.234,380.109,355.579,371.654,75259,USD
2018-03-06,371.169,371.367,338.651,343.374,76725,USD
2018-03-07,343.373,363.282,317.68,337.037,128744,USD
2018-03-08,337.247,337.255,274.195,276.113,136471,USD
2018-03-09,275.995,285.55,241.569,285.55,184627,USD
2018-03-10,285.616,294.117,252.223,254.735,96030,USD
2018-03-11,254.719,285.914,244.941,280.315,85517,USD
2018-03-12,280.325,286.74,249.614,257.908,61470,USD
2018-03-13,258.352,266.409,244.923,247.524,84454,USD
2018-03-14,247.55,251.754,206.865,215.432,111617,USD
2018-03-15,215.252,226.109,198.466,212.317,120147,USD
2018-03-16,212.322,222.749,203.369,215.918,83165,USD
2018-03-17,215.918,216.875,193.712,197.449,75119,USD
2018-03-18,197.416,209.917,175.661,209.793,118641,USD
2018-03-19,209.432,223.156,201.852,217.987,92298,USD
2018-03-20,217.949,234.175,206.236,223.747,74192,USD
2018-03-21,223.747,235.481,214.07,218.331,72294,USD
2018-03-22,218.355,224.351,203.643,212.585,57807,USD
2018-03-23,212.585,216.526,199.029,215.958,53244,USD
2018-03-24,215.983,217.372,208.017,208.363,36100,USD
2018-03-25,208.365,215.284,203.704,212.284,35614,USD
2018-03-26,212.284,213.457,188.435,196.913,49073,USD
2018-03-27,196.966,198.847,184.817,188.121,55663,USD
2018-03-28,188.121,202.113,186.429,199.479,51693,USD
2018-03-29,199.479,201.526,175.041,176.856,84870,USD
2018-03-30,176.869,181.791,163.905,172.763,82806,USD
2018-03-31,172.751,183.228,172.39,180.729,36631,USD
2018-04-01,180.72,184.217,165.893,176.558,53365,USD
2018-04-02,176.494,182.893,175.861,178.642,38022,USD
2018-04-03,178.642,192.203,178.588,189.693,48208,USD
2018-04-04,189.693,190.386,169.805,170.895,51226,USD
2018-04-05,170.894,175.848,166.039,173.458,50295,USD
2018-04-06,173.471,176.952,162.963,163.256,42680,USD
2018-04-07,163.256,174.647,163.181,171.251,34015,USD
2018-04-08,171.251,176.073,171.127,175.764,29209,USD
2018-04-09,175.787,180.945,164.703,167.865,42352,USD
2018-04-10,167.865,169.497,165.392,168.291,27544,USD
2018-04-11,168.213,170.974,165.697,170.175,53363,USD
2018-04-12,170.152,194.855,166.896,192.999,90079,USD
2018-04-13,193.031,202.44,186.422,189.402,72605,USD
2018-04-14,189.413,198.291,188.67,192.018,36561,USD
2018-04-15,192.106,206.123,192.101,201.727,53542,USD
2018-04-16,201.727,204.251,190.106,195.736,44313,USD
2018-04-17,195.741,204.042,195.145,196.873,40886,USD
2018-04-18,196.879,233.813,196.533,229.425,132598,USD
2018-04-19,229.472,239.11,226.237,238.489,76014,USD
2018-04-20,238.488,273.023,238.488,273.023,87568,USD
2018-04-21,272.898,273.027,238.876,257.079,59308,USD
2018-04-22,257.029,284.701,249.813,270.389,64067,USD
2018-04-23,270.389,287.695,269.784,284.006,52249,USD
2018-04-24,284.044,298.537,280.355,293.225,71826,USD
2018-04-25,292.437,292.502,247.182,256.801,115509,USD
2018-04-26,256.863,276.352,249.142,267.817,68656,USD
2018-04-27,267.435,267.998,250.491,250.867,53987,USD
2018-04-28,250.867,264.969,250.234,261.26,51022,USD
2018-04-29,261.259,263.894,242.441,256.006,59602,USD
2018-04-30,255.996,259.214,237.923,241.47,66472,USD
2018-05-01,241.47,241.95,228.554,239.485,48967,USD
2018-05-02,239.485,253.131,238.174,249.814,55499,USD
2018-05-03,249.732,258.064,242.218,246.099,91781,USD
2018-05-04,246.106,249.29,237.898,242.009,59560,USD
2018-05-05,242.002,247.378,239.705,241.506,51817,USD
2018-05-06,241.38,243.085,231.846,235.488,43365,USD
2018-05-07,235.482,236.093,221.466,235.033,51762,USD
2018-05-08,232.621,233.318,220.108,223.012,38098,USD
2018-05-09,223.143,231.611,216.047,226.886,46058,USD
2018-05-10,226.938,233.504,216.682,217.118,44419,USD
2018-05-11,217.118,217.118,196.413,196.882,80313,USD
2018-05-12,197.145,205.557,190.931,201.857,53664,USD
2018-05-13,201.916,212.727,201.916,207.835,42350,USD
2018-05-14,207.835,217.576,196.372,212.815,62874,USD
2018-05-15,212.785,217.793,201.148,202.951,54463,USD
2018-05-16,202.948,203.38,192.431,198.927,39901,USD
2018-05-17,198.835,203.305,190.98,191.006,34927,USD
2018-05-18,190.819,212.878,186.443,203.637,70207,USD
2018-05-19,203.648,203.861,196.491,197.342,24851,USD
2018-05-20,197.33,205.514,196.258,203.703,30755,USD
2018-05-21,203.703,204.399,195.049,198.314,24490,USD
2018-05-22,198.336,198.713,175.338,175.338,59682,USD
2018-05-23,175.304,179.536,166.11,171.011,62680,USD
2018-05-24,171.093,177.443,161.007,171.423,60659,USD
2018-05-25,171.813,173.822,162.514,164.956,31856,USD
2018-05-26,165.021,169.08,163.151,165.026,26882,USD
2018-05-27,165.144,170.83,161.379,166.453,32550,USD
2018-05-28,166.537,168.49,149.368,149.427,53726,USD
2018-05-29,149.412,167.046,147.357,157.284,94492,USD
2018-05-30,157.29,161.137,152.837,155.325,28278,USD
2018-05-31,155.447,159.098,154.63,155.785,37446,USD
2018-06-01,155.709,158.549,153.285,157.641,27456,USD
2018-06-02,157.643,167.675,156.429,162.507,45760,USD
2018-06-03,162.409,177.511,162.311,168.911,50131,USD
2018-06-04,168.903,170.33,157.653,160.254,45666,USD
2018-06-05,160.257,169.15,157.444,167.128,48804,USD
2018-06-06,166.969,167.996,150.656,164.418,47130,USD
2018-06-07,164.418,171.746,163.101,164.098,52276,USD
2018-06-08,164.1,165.31,156.999,158.361,47136,USD
2018-06-09,158.351,159.981,154.452,154.537,35766,USD
2018-06-10,154.57,154.705,132.094,139.543,99721,USD
2018-06-11,139.721,140.242,132.251,137.947,44985,USD
2018-06-12,137.999,138.519,120.649,125.544,78228,USD
2018-06-13,125.571,126.716,113.064,121.878,121010,USD
2018-06-14,121.875,133.737,118.542,132.632,103674,USD
2018-06-15,132.627,133.329,122.032,122.167,61267,USD
2018-06-16,122.167,128.227,121.045,126.515,59835,USD
2018-06-17,126.5,126.969,123.296,123.826,41533,USD
2018-06-18,123.847,129.88,119.711,127.381,58923,USD
2018-06-19,127.415,130.964,124.544,126.401,53464,USD
2018-06-20,126.442,126.442,119.975,122.822,41376,USD
2018-06-21,122.847,124.393,121.68,124.006,40438,USD
2018-06-22,123.921,124.227,107.755,110.857,99472,USD
2018-06-23,110.86,119.95,110.555,115.683,62914,USD
2018-06-24,115.764,125.667,108.573,121.902,84584,USD
2018-06-25,121.902,130.147,121.104,127.274,66473,USD
2018-06-26,127.352,130.859,120.854,121.13,63094,USD
2018-06-27,121.103,131.19,120.043,129.041,66436,USD
2018-06-28,129.166,135.03,114.818,117.17,95838,USD
2018-06-29,117.155,128.562,115.821,127.403,71414,USD
2018-06-30,127.451,135.775,127.378,131.439,94416,USD
2018-07-01,131.508,131.508,126.135,130.922,57859,USD
2018-07-02,130.969,143.818,128.962,141.085,88980,USD
2018-07-03,141.086,144.568,139.048,139.048,67340,USD
2018-07-04,139.053,146.376,135.311,139.492,54923,USD
2018-07-05,139.499,142.278,134.737,139.213,67690,USD
2018-07-06,139.213,139.529,131.652,134.974,56704,USD
2018-07-07,134.975,136.02,131.521,135.508,40859,USD
2018-07-08,135.505,140.085,134.581,138.654,43492,USD
2018-07-09,138.626,142.596,136.249,136.662,54355,USD
2018-07-10,136.662,138.258,121.727,122.037,71814,USD
2018-07-11,122.035,130.588,122.017,126.088,74943,USD
2018-07-12,126.167,126.859,117.533,120.659,54571,USD
2018-07-13,120.861,125.09,119.539,122.057,53380,USD
2018-07-14,122.03,124.206,120.96,122.955,32788,USD
2018-07-15,122.955,125.986,121.244,123.943,41685,USD
2018-07-16,123.937,135.671,122.917,135.422,68050,USD
2018-07-17,135.422,148.262,134.823,143.647,74900,USD
2018-07-18,143.647,149.522,137.869,139.704,51444,USD
2018-07-19,139.704,143.729,138.176,139.742,35996,USD
2018-07-20,139.759,139.759,128.685,130.078,66814,USD
2018-07-21,130.078,132.938,127.384,132.359,32114,USD
2018-07-22,132.359,133.787,128.185,128.444,40240,USD
2018-07-23,128.408,142.889,128.141,133.401,75579,USD
2018-07-24,133.4,148.646,133.06,147.874,73845,USD
2018-07-25,147.851,149.087,138.431,143.109,53187,USD
2018-07-26,143.109,144.959,135.86,136.675,42702,USD
2018-07-27,136.841,142.427,135.005,140.233,31064,USD
2018-07-28,140.206,141.683,138.331,139.708,33104,USD
2018-07-29,139.708,141.498,134.79,135.802,35483,USD
2018-07-30,135.802,136.435,128.88,131.915,44967,USD
2018-07-31,131.902,134.359,121.243,122.217,51879,USD
2018-08-01,122.223,130.233,119.632,128.237,50666,USD
2018-08-02,128.237,130.639,120.692,122.358,39676,USD
2018-08-03,122.378,122.498,114.988,120.109,48485,USD
2018-08-04,120.109,121.349,113.439,114.097,34921,USD
2018-08-05,114.085,117.749,111.736,117.342,32820,USD
2018-08-06,117.342,119.872,112.383,113.383,39055,USD
2018-08-07,113.377,118.057,107.603,107.838,60017,USD
2018-08-08,107.818,107.838,93.044,94.299,86047,USD
2018-08-09,94.563,102.081,94.563,100.316,56061,USD
2018-08-10,100.338,100.96,90.17,91.46,58747,USD
2018-08-11,91.525,97.043,87.321,92.92,93427,USD
2018-08-12,92.917,95.447,91.54,93.133,44133,USD
2018-08-13,93.132,97.131,87.727,87.758,55797,USD
2018-08-14,87.759,87.759,77.713,84.024,99973,USD
2018-08-15,84.022,93.95,83.944,89.284,67116,USD
2018-08-16,89.284,92.785,88.645,91.065,50020,USD
2018-08-17,91.065,101.457,90.629,99.281,62224,USD
2018-08-18,99.281,104.902,93.869,98.028,66167,USD
2018-08-19,98.042,98.817,94.563,98.482,34538,USD
2018-08-20,98.48,102.428,92.694,92.694,64147,USD
2018-08-21,92.692,96.509,91.824,94.778,45190,USD
2018-08-22,94.769,98.653,87.743,89.765,64287,USD
2018-08-23,89.773,91.379,88.629,89.981,39156,USD
2018-08-24,89.97,94.044,88.542,93.526,44793,USD
2018-08-25,93.526,96.459,91.949,92.495,40801,USD
2018-08-26,92.495,94.872,90.165,94.746,40434,USD
2018-08-27,94.728,105.505,93.351,105.105,77327,USD
2018-08-28,105.095,107.938,102.289,107.575,54188,USD
2018-08-29,107.575,108.453,100.773,103.546,49056,USD
2018-08-30,103.546,106.321,97.14,103.057,57327,USD
2018-08-31,103.061,118.101,102.726,116.346,126098,USD
2018-09-01,116.346,124.533,115.461,120.899,133481,USD
2018-09-02,120.899,125.508,116.397,120.3,83879,USD
2018-09-03,120.303,135.975,119.0,134.957,115413,USD
2018-09-04,134.956,140.196,134.58,138.117,116211,USD
2018-09-05,138.112,140.022,113.411,114.326,169052,USD
2018-09-06,114.326,118.014,108.258,117.224,116761,USD
2018-09-07,117.285,119.524,110.175,110.766,70874,USD
2018-09-08,110.765,114.169,101.473,103.827,82812,USD
2018-09-09,103.827,110.436,100.481,105.223,68338,USD
2018-09-10,105.267,109.097,103.762,105.434,45985,USD
2018-09-11,105.442,108.83,100.734,105.092,59023,USD
2018-09-12,105.068,105.479,96.849,104.194,74116,USD
2018-09-13,104.192,116.21,104.192,111.868,93495,USD
2018-09-14,111.865,117.259,109.177,116.696,81903,USD
2018-09-15,116.68,121.896,115.879,119.22,65553,USD
2018-09-16,119.157,119.157,113.062,117.041,54458,USD
2018-09-17,117.045,120.135,106.008,106.059,92740,USD
2018-09-18,105.979,112.9,103.52,112.094,64562,USD
2018-09-19,112.094,112.555,104.837,109.467,57168,USD
2018-09-20,109.415,116.18,109.391,115.813,57397,USD
2018-09-21,115.811,124.672,115.664,124.169,85322,USD
2018-09-22,124.169,125.699,118.745,122.328,52650,USD
2018-09-23,122.328,128.133,120.6,122.619,54654,USD
2018-09-24,122.525,123.314,114.401,115.034,63500,USD
2018-09-25,115.034,116.603,111.177,116.603,54177,USD
2018-09-26,116.603,117.556,112.368,115.09,36671,USD
2018-09-27,115.13,121.37,112.333,119.14,42190,USD
2018-09-28,119.187,122.117,115.301,116.961,42951,USD
2018-09-29,116.97,120.143,110.536,114.442,60028,USD
2018-09-30,114.443,116.927,113.789,115.759,43370,USD
2018-10-01,115.767,117.479,112.819,114.442,32472,USD
2018-10-02,114.441,120.258,112.24,116.749,35801,USD
2018-10-03,116.799,117.649,107.87,114.47,37442,USD
2018-10-04,114.47,118.746,113.549,114.679,25475,USD
2018-10-05,114.719,115.927,113.318,115.374,41501,USD
2018-10-06,115.368,115.642,113.341,114.869,14951,USD
2018-10-07,114.869,115.214,112.49,113.732,17555,USD
2018-10-08,113.753,115.604,112.912,114.279,22572,USD
2018-10-09,114.279,114.878,113.212,113.687,20926,USD
2018-10-10,113.767,114.628,111.582,114.463,32274,USD
2018-10-11,114.463,114.644,100.617,100.696,68235,USD
2018-10-12,100.655,104.79,100.295,101.744,20635,USD
2018-10-13,101.983,103.974,101.85,103.508,21585,USD
2018-10-14,103.875,104.28,100.933,101.045,22518,USD
2018-10-15,101.045,118.14,100.88,108.993,109782,USD
2018-10-16,109.695,111.233,108.076,110.245,29209,USD
2018-10-17,110.245,111.054,107.712,109.06,22462,USD
2018-10-18,109.409,109.951,103.924,105.069,21531,USD
2018-10-19,105.069,107.671,104.893,105.49,24211,USD
2018-10-20,105.49,107.287,105.277,105.894,16451,USD
2018-10-21,106.159,108.232,106.057,106.663,15211,USD
2018-10-22,106.891,107.611,105.95,107.493,18767,USD
2018-10-23,107.493,111.836,107.493,109.596,36200,USD
2018-10-24,109.6,110.599,108.017,108.119,26365,USD
2018-10-25,108.259,108.308,106.643,107.795,33998,USD
2018-10-26,107.85,108.039,105.79,106.053,55236,USD
2018-10-27,106.099,106.106,104.295,104.49,64245,USD
2018-10-28,104.49,105.656,102.743,105.308,87484,USD
2018-10-29,105.325,105.368,101.318,101.862,24467,USD
2018-10-30,101.853,103.016,101.025,101.786,38132,USD
2018-10-31,101.788,106.258,100.95,104.987,25475,USD
2018-11-01,104.987,105.449,103.068,104.813,18827,USD
2018-11-02,104.813,107.059,104.361,106.575,23298,USD
2018-11-03,106.601,107.898,104.913,107.119,23441,USD
2018-11-04,107.119,113.366,105.825,112.686,30463,USD
2018-11-05,112.686,113.396,109.861,112.079,23316,USD
2018-11-06,112.079,114.185,111.104,113.604,32714,USD
2018-11-07,113.604,114.392,110.018,111.933,23558,USD
2018-11-08,111.936,112.604,108.855,108.983,23750,USD
2018-11-09,108.983,109.307,105.869,107.365,19859,USD
2018-11-10,107.365,107.696,105.198,105.471,14279,USD
2018-11-11,105.471,107.252,102.915,107.192,18935,USD
2018-11-12,107.386,107.858,105.983,106.265,16904,USD
2018-11-13,106.265,107.516,105.37,106.223,23103,USD
2018-11-14,106.448,106.513,88.436,92.419,85656,USD
2018-11-15,92.423,94.824,82.047,89.856,86118,USD
2018-11-16,89.856,90.225,87.425,87.941,31824,USD
2018-11-17,87.945,89.341,86.013,89.155,32187,USD
2018-11-18,89.374,92.851,88.796,89.889,46604,USD
2018-11-19,89.889,90.22,72.949,73.113,104768,USD
2018-11-20,73.75,75.963,64.505,67.767,136066,USD
2018-11-21,67.767,71.612,65.638,69.527,60528,USD
2018-11-22,69.524,71.633,66.001,66.062,46400,USD
2018-11-23,66.062,67.871,63.342,67.649,57921,USD
2018-11-24,67.649,69.999,58.806,58.947,61420,USD
2018-11-25,59.361,60.232,53.878,58.779,106512,USD
2018-11-26,58.779,60.813,52.696,53.869,99257,USD
2018-11-27,53.869,59.309,53.07,57.912,55847,USD
2018-11-28,57.905,65.973,57.905,63.742,65918,USD
2018-11-29,63.742,65.316,59.493,61.303,46605,USD
2018-11-30,61.303,62.497,56.226,58.277,35271,USD
2018-12-01,58.277,61.745,57.574,59.867,37656,USD
2018-12-02,59.867,62.476,58.235,59.168,24442,USD
2018-12-03,59.088,59.811,53.703,55.192,43735,USD
2018-12-04,55.192,59.563,54.185,57.06,43256,USD
2018-12-05,57.06,57.929,51.953,51.953,44548,USD
2018-12-06,51.956,53.855,46.357,46.506,75223,USD
2018-12-07,46.506,47.588,42.982,46.896,88483,USD
2018-12-08,46.896,49.563,43.064,45.199,54535,USD
2018-12-09,45.318,49.456,45.262,47.547,44432,USD
2018-12-10,47.547,48.482,43.773,44.276,53538,USD
2018-12-11,44.276,44.755,42.343,43.123,46173,USD
2018-12-12,42.947,46.22,42.886,44.192,38889,USD
2018-12-13,44.643,44.777,40.878,41.26,48632,USD
2018-12-14,41.536,43.222,38.72,39.081,63395,USD
2018-12-15,39.081,39.893,38.255,39.076,43485,USD
2018-12-16,39.389,41.317,39.293,39.692,53710,USD
2018-12-17,39.692,45.549,39.691,44.171,67394,USD
2018-12-18,44.172,48.461,43.501,47.249,55234,USD
2018-12-19,47.457,51.29,45.966,46.307,80240,USD
2018-12-20,46.307,55.844,46.181,55.586,92309,USD
2018-12-21,55.586,56.733,51.063,52.462,68262,USD
2018-12-22,52.462,53.421,50.444,52.352,49521,USD
2018-12-23,52.352,55.641,52.352,53.405,48381,USD
2018-12-24,53.404,59.012,53.404,56.351,76436,USD
2018-12-25,56.35,56.727,48.565,51.067,69760,USD
2018-12-26,51.222,53.054,47.424,49.661,62695,USD
2018-12-27,49.664,49.904,43.6,44.372,51862,USD
2018-12-28,44.372,52.071,44.15,50.175,60946,USD
2018-12-29,50.175,50.848,47.705,47.705,47769,USD
2018-12-30,47.706,49.292,47.593,49.023,32853,USD
2018-12-31,49.339,49.476,45.524,46.374,34855,USD
2019-01-01,46.374,48.735,45.918,48.668,28912,USD
2019-01-02,48.856,54.235,48.408,52.971,65131,USD
2019-01-03,52.972,53.375,49.984,50.033,30865,USD
2019-01-04,50.209,51.409,49.59,50.962,37020,USD
2019-01-05,50.962,52.143,49.925,50.019,41069,USD
2019-01-06,50.017,55.499,49.851,55.337,50335,USD
2019-01-07,55.337,56.068,53.127,53.36,38901,USD
2019-01-08,53.36,55.026,52.893,53.072,30441,USD
2019-01-09,53.072,54.835,51.961,52.564,33764,USD
2019-01-10,52.675,53.702,43.97,45.328,106870,USD
2019-01-11,45.398,46.797,44.974,45.611,38632,USD
2019-01-12,45.727,45.887,44.638,45.01,29762,USD
2019-01-13,45.01,45.34,42.478,42.843,36591,USD
2019-01-14,42.843,46.67,42.843,45.918,38307,USD
2019-01-15,45.921,46.728,44.084,44.802,36388,USD
2019-01-16,44.802,46.101,44.522,45.95,29095,USD
2019-01-17,45.95,46.316,44.579,45.608,33048,USD
2019-01-18,45.607,45.739,44.564,44.835,30954,USD
2019-01-19,44.835,46.765,44.835,46.082,26283,USD
2019-01-20,46.064,46.331,43.515,43.742,33221,USD
2019-01-21,43.742,44.586,43.481,44.287,37703,USD
2019-01-22,44.287,46.374,44.093,45.988,39360,USD
2019-01-23,45.988,46.174,44.699,44.891,41512,USD
2019-01-24,44.92,46.674,44.773,45.912,43326,USD
2019-01-25,45.971,47.15,45.245,46.976,28662,USD
